"time" "obs"
"28733" 2000.42036657559 0.446
"28734" 2000.42110845477 0.451
"28735" 2000.42347070431 0.396
"28736" 2000.42452375531 0.431
"28737" 2000.42600371888 0.357
"28738" 2000.4273698391 0.401
"28739" 2000.42921789617 0.324
"28740" 2000.43001479964 0.382
"28741" 2000.43126707650 0.324
"28742" 2000.43269201579 0.374
"28743" 2000.43428582271 0.341
"28744" 2000.43590809047 0.357
"28745" 2000.43704652398 0.304
"28746" 2000.4381849575 0.341
"28747" 2000.43943723437 0.287
"28748" 2000.44114488464 0.32
"28749" 2000.44222639648 0.266
"28750" 2000.44234023983 0.266
"28751" 2000.44256792653 0.308
"28752" 2000.44285253491 0.28
"28753" 2000.44387712508 0.308
"28754" 2000.44456018519 0.263
"28755" 2000.44467972070 0.283
"28756" 2000.44473095021 0.386
"28757" 2000.44474992410 0.53
"28758" 2000.44475941105 0.632
"28759" 2000.44476700061 0.903
"28760" 2000.44477838494 1.42
"28761" 2000.44478787189 1.86
"28762" 2000.44479356406 2.81
"28763" 2000.44479735883 3.46
"28764" 2000.44480684578 6
"28765" 2000.44493017608 4.1
"28766" 2000.44498709775 3.74
"28767" 2000.44502504554 4.25
"28768" 2000.44503453248 5.34
"28769" 2000.44504401943 9.1
"28770" 2000.44505350638 14.5
"28771" 2000.44508006982 26.1
"28772" 2000.44513888889 27.3
"28773" 2000.44517683667 36.4
"28774" 2000.44519581056 44.2
"28775" 2000.44532862781 34.2
"28776" 2000.44533431998 32.8
"28777" 2000.44538554948 23.4
"28778" 2000.44547093200 18.6
"28779" 2000.44552785367 16.4
"28780" 2000.44573656648 20.2
"28781" 2000.44597374013 13.3
"28782" 2000.44604014876 12.9
"28783" 2000.44634373103 9.72
"28784" 2000.44644619004 8.99
"28785" 2000.44725447784 6.76
"28786" 2000.44779523376 5.94
"28787" 2000.44906838191 4.51
"28788" 2000.45026183971 3.4
"28789" 2000.45196000304 2.67
"28790" 2000.45300356709 2.09
"28791" 2000.45627466606 1.42
"28792" 2000.45749089253 1.33
"28793" 2000.45839974196 1.17
"28794" 2000.46004288100 1.1
"28795" 2000.46152284457 0.941
"28796" 2000.46293829690 0.903
"28797" 2000.46425508500 0.786
"28798" 2000.46584889192 0.779
"28799" 2000.46983340923 0.589
"28800" 2000.47116917122 0.61
"28801" 2000.47242144809 0.515
"28802" 2000.47529789010 0.475
"28803" 2000.48503149666 0.386
"28804" 2000.49855039466 0.283
"28805" 2000.50580790832 0.254
"28806" 2000.50593123862 0.283
"28807" 2000.50622533394 0.386
"28808" 2000.50649096843 0.625
"28809" 2000.50694634183 0.632
"28810" 2000.5073732544 0.5
"28811" 2000.50854014876 0.378
"28812" 2000.50956473892 0.416
"28813" 2000.51059122647 0.341
"28814" 2000.51379971160 0.283
"28815" 2000.51655092593 0.249
"28816" 2000.5192414238 0.249
"28817" 2000.52026601396 0.308
"28818" 2000.52536050395 0.254
"28819" 2000.52566408622 0.283
"28820" 2000.52621432908 0.485
"28821" 2000.52721045841 0.349
"28822" 2000.52903195203 0.308
"28823" 2000.53123671828 0.37
"28824" 2000.53620028840 0.283
"28825" 2000.5365171524 0.332
"28826" 2000.53660253491 0.386
"28827" 2000.53671068610 0.53
"28828" 2000.53685868245 0.815
"28829" 2000.53707119004 0.896
"28830" 2000.53759866424 0.83
"28831" 2000.53816788100 0.669
"28832" 2000.53939169702 0.505
"28833" 2000.54337621433 0.345
"28834" 2000.54803809957 0.283
"28835" 2000.55332612325 0.234
"28836" 2000.56318495750 0.186
"28837" 2000.56369725258 0.226
"28838" 2000.56386801761 0.274
"28839" 2000.56420954766 0.295
"28840" 2000.56446190042 0.283
"28841" 2000.56614488464 0.226
"28842" 2000.56785253491 0.212
"28843" 2000.56793791743 0.243
"28844" 2000.56795499393 0.283
"28845" 2000.5679948391 0.406
"28846" 2000.56805176078 0.53
"28847" 2000.56816560413 0.545
"28848" 2000.56844831512 0.903
"28849" 2000.56856215847 0.866
"28850" 2000.56904599271 0.51
"28851" 2000.57007058288 0.353
"28852" 2000.57138167881 0.274
"28853" 2000.57377049180 0.237
"28854" 2000.57479697936 0.252
"28855" 2000.57661847298 0.212
"28856" 2000.58083067699 0.212
"28857" 2000.58185526715 0.189
"28858" 2000.58754743473 0.163
"28859" 2000.58948277171 0.197
"28860" 2000.59551646934 0.169
"28861" 2000.59711027626 0.18
"28862" 2000.59750872799 0.22
"28863" 2000.59836255313 0.249
"28864" 2000.60109479356 0.18
"28865" 2000.60117827869 0.16
"28866" 2000.60227686703 0.175
"28867" 2000.60823846387 0.163
"28868" 2000.61475409836 0.128
"28869" 2000.62226965695 0.131
"28870" 2000.62295081967 0.114
"28871" 2000.62488805404 0.131
"28872" 2000.62588228597 0.109
"28873" 2000.62724840619 0.126
"28874" 2000.63069406497 0.114
"28875" 2000.63089329083 0.133
"28876" 2000.63090467517 0.146
"28877" 2000.63099574985 0.283
"28878" 2000.63109820886 0.53
"28879" 2000.63114943837 0.727
"28880" 2000.63126328172 0.742
"28881" 2000.63154789010 0.52
"28882" 2000.63188942016 0.416
"28883" 2000.63211331208 0.386
"28884" 2000.63305251973 0.283
"28885" 2000.63387978142 0.22
"28886" 2000.63661202186 0.155
"28887" 2000.63832156952 0.152
"28888" 2000.63846007893 0.283
"28889" 2000.6386061779 0.5
"28890" 2000.63883386460 0.337
"28891" 2000.63905585914 0.283
"28892" 2000.63940118397 0.226
"28893" 2000.63949225865 0.283
"28894" 2000.63957194900 0.353
"28895" 2000.63971425319 0.401
"28896" 2000.64016962659 0.441
"28897" 2000.640625 0.386
"28898" 2000.64068002429 0.53
"28899" 2000.64076730419 0.866
"28900" 2000.64108037341 0.97
"28901" 2000.64139344262 0.852
"28902" 2000.64184881603 0.837
"28903" 2000.64258879781 0.515
"28904" 2000.64312955373 0.416
"28905" 2000.64347677596 0.386
"28906" 2000.64492448391 0.283
"28907" 2000.64651829083 0.249
"28908" 2000.64731519429 0.206
"28909" 2000.64868131451 0.22
"28910" 2000.65016127808 0.189
"28911" 2000.65539807225 0.163
"28912" 2000.65596728901 0.18
"28913" 2000.65636574074 0.252
"28914" 2000.6569349575 0.266
"28915" 2000.65841492107 0.197
"28916" 2000.66128756831 0.16
"28917" 2000.66288137523 0.175
"28918" 2000.66439169702 0.152
"28919" 2000.66792084092 0.183
"28920" 2000.67440991196 0.149
"28921" 2000.67466605950 0.189
"28922" 2000.67554834548 0.249
"28923" 2000.67759752580 0.183
"28924" 2000.68049863388 0.137
"28925" 2000.68251935337 0.163
"28926" 2000.68306200668 0.146
"28927" 2000.68314549180 0.124
"28928" 2000.68413782635 0.146
"28929" 2000.68547548573 0.149
"28930" 2000.68574870978 0.142
"28931" 2000.68735769581 0.157
"28932" 2000.68798383424 0.155
"28933" 2000.68851130844 0.137
"28934" 2000.68892304189 0.131
"28935" 2000.68966112629 0.142
"28936" 2000.69364943837 0.124
"28937" 2000.69524324529 0.135
"28938" 2000.69660936551 0.121
"28939" 2000.69871167274 0.122
"28940" 2000.70033583789 0.124
"28941" 2000.70163365209 0.124
"28942" 2000.70249886157 0.133
"28943" 2000.70323884335 0.139
"28944" 2000.71004288100 0.117
"28945" 2000.71061020036 0.133
"28946" 2000.71140710383 0.121
"28947" 2000.71627390710 0.114
"28948" 2000.72018442623 0.124
"28949" 2000.72024134791 0.146
"28950" 2000.72040262599 0.226
"28951" 2000.72051457195 0.229
"28952" 2000.72073087432 0.283
"28953" 2000.72100030358 0.505
"28954" 2000.72153916211 0.446
"28955" 2000.72202489375 0.332
"28956" 2000.72246129326 0.283
"28957" 2000.72344793564 0.206
"28958" 2000.72609479356 0.149
"28959" 2000.72774552216 0.155
"28960" 2000.72911164238 0.128
"28961" 2000.73027853673 0.133
"28962" 2000.73298231633 0.128
"28963" 2000.73338076806 0.135
"28964" 2000.73502959927 0.117
"28965" 2000.73656648452 0.126
"28966" 2000.73690801457 0.117
"28967" 2000.74163251366 0.126
"28968" 2000.74561892835 0.11
"28969" 2000.74699453552 0.124
"28970" 2000.74742714026 0.146
"28971" 2000.74766621129 0.183
"28972" 2000.74796220401 0.283
"28973" 2000.74829424712 0.386
"28974" 2000.74851434426 0.53
"28975" 2000.74866044323 0.669
"28976" 2000.74883310565 0.676
"28977" 2000.74911771403 0.625
"28978" 2000.74928468427 0.53
"28979" 2000.74965846995 0.386
"28980" 2000.75068306011 0.26
"28981" 2000.7518784153 0.209
"28982" 2000.75424066485 0.155
"28983" 2000.75483834244 0.195
"28984" 2000.75694444444 0.22
"28985" 2000.75956473892 0.166
"28986" 2000.76206929265 0.149
"28987" 2000.76633841834 0.163
"28988" 2000.76758879781 0.142
"28989" 2000.76875379478 0.155
"28990" 2000.76932301154 0.133
"28991" 2000.76983720401 0.146
"28992" 2000.77265672435 0.135
"28993" 2000.77308363692 0.177
"28994" 2000.77333598968 0.169
"28995" 2000.77379326047 0.203
"28996" 2000.77589936248 0.16
"28997" 2000.77618397086 0.237
"28998" 2000.77681010929 0.32
"28999" 2000.77721804797 0.283
"29000" 2000.77826161202 0.217
"29001" 2000.77914579539 0.197
"29002" 2000.77948732544 0.246
"29003" 2000.77953286278 0.283
"29004" 2000.77962962963 0.396
"29005" 2000.77976624165 0.53
"29006" 2000.77991423801 0.913
"29007" 2000.77999962052 1.02
"29008" 2000.78011156648 0.989
"29009" 2000.78021592289 0.903
"29010" 2000.78065421979 0.632
"29011" 2000.78096539162 0.52
"29012" 2000.78198998179 0.361
"29013" 2000.78287985732 0.308
"29014" 2000.78344907407 0.299
"29015" 2000.78387598664 0.386
"29016" 2000.78415300546 0.713
"29017" 2000.78443571645 0.866
"29018" 2000.78523451730 0.596
"29019" 2000.78580183667 0.559
"29020" 2000.7859726017 0.654
"29021" 2000.78605798421 0.815
"29022" 2000.78613198239 0.903
"29023" 2000.78648489678 1.44
"29024" 2000.78679986339 1.57
"29025" 2000.78695924408 1.42
"29026" 2000.78741651488 1.09
"29027" 2000.78802747420 0.903
"29028" 2000.78961748634 0.676
"29029" 2000.79257741348 0.632
"29030" 2000.79474043716 0.48
"29031" 2000.79997912872 0.357
"29032" 2000.80550053127 0.295
"29033" 2000.80661999089 0.283
"29034" 2000.81167273831 0.243
"29035" 2000.81586027626 0.252
"29036" 2000.82109517304 0.232
"29037" 2000.82246319065 0.257
"29038" 2000.82417084092 0.249
"29039" 2000.82451047359 0.229
"29040" 2000.83082688221 0.203
"29041" 2000.83333333333 0.209
"29042" 2000.83378680935 0.291
"29043" 2000.83404295689 0.485
"29044" 2000.83427254098 0.567
"29045" 2000.83439207650 0.53
"29046" 2000.83521174863 0.365
"29047" 2000.83555327869 0.337
"29048" 2000.83851320583 0.254
"29049" 2000.83888319672 0.246
"29050" 2000.83982240437 0.243
"29051" 2000.8402208561 0.295
"29052" 2000.84056238616 0.254
"29053" 2000.84209927140 0.249
"29054" 2000.84214670613 0.283
"29055" 2000.84226244687 0.386
"29056" 2000.84238577717 0.416
"29057" 2000.84272730723 0.64
"29058" 2000.84303847905 0.596
"29059" 2000.84319596236 0.53
"29060" 2000.84349574985 0.446
"29061" 2000.84437803582 0.378
"29062" 2000.84557339101 0.341
"29063" 2000.84670992714 0.475
"29064" 2000.84971728901 0.386
"29065" 2000.85035481178 0.446
"29066" 2000.85041363084 0.53
"29067" 2000.85046675774 0.64
"29068" 2000.85061095932 0.779
"29069" 2000.85080828780 1.23
"29070" 2000.85152170613 0.866
"29071" 2000.85245901639 0.727
"29072" 2000.85471311475 0.53
"29073" 2000.85680783242 0.456
"29074" 2000.85700705829 0.5
"29075" 2000.85746053430 0.52
"29076" 2000.86253415301 0.365
"29077" 2000.86282065877 0.365
"29078" 2000.86862666970 0.328
"29079" 2000.86891127808 0.316
"29080" 2000.87033431998 0.357
"29081" 2000.87050508500 0.451
"29082" 2000.87053544323 0.53
"29083" 2000.87059046752 0.727
"29084" 2000.87070241348 1.09
"29085" 2000.87073466910 1.42
"29086" 2000.87084661506 2.68
"29087" 2000.87095856102 3.16
"29088" 2000.87107430176 3.11
"29089" 2000.8714708561 2.1
"29090" 2000.87187120522 1.79
"29091" 2000.87266621129 1.67
"29092" 2000.87358265027 1.42
"29093" 2000.87477421069 1.17
"29094" 2000.87739071038 0.903
"29095" 2000.88165983607 0.684
"29096" 2000.88331246205 0.676
"29097" 2000.88593085914 0.567
"29098" 2000.88683970856 0.596
"29099" 2000.88743738616 0.793
"29100" 2000.8886061779 0.808
"29101" 2000.89053961749 0.691
"29102" 2000.89520909229 0.596
"29103" 2000.89549370067 0.64
"29104" 2000.89606102004 0.852
"29105" 2000.89674408015 0.808
"29106" 2000.89720135094 0.874
"29107" 2000.89791287189 0.881
"29108" 2000.89791856406 0.903
"29109" 2000.89803809957 1.42
"29110" 2000.89827527322 2.81
"29111" 2000.89838721919 3.55
"29112" 2000.8984726017 3.86
"29113" 2000.89866234062 3.95
"29114" 2000.89890710383 3.79
"29115" 2000.8995958561 2.81
"29116" 2000.89981026108 2.6
"29117" 2000.90065459927 2.1
"29118" 2000.90220856102 1.7
"29119" 2000.90391621129 1.42
"29120" 2000.90414579539 1.81
"29121" 2000.90425774135 2.17
"29122" 2000.9043715847 2.34
"29123" 2000.90448732544 2.33
"29124" 2000.90486490589 1.93
"29125" 2000.90509448998 1.85
"29126" 2000.90539807225 2.46
"29127" 2000.90556883728 2.58
"29128" 2000.90619497571 2.12
"29129" 2000.90676419247 2.02
"29130" 2000.90710382514 2.6
"29131" 2000.90775842441 2.16
"29132" 2000.90952489375 1.86
"29133" 2000.90989488464 2.22
"29134" 2000.91105039466 1.85
"29135" 2000.91530054645 1.36
"29136" 2000.92139306314 0.97
"29137" 2000.92275918336 0.951
"29138" 2000.92384069520 1.03
"29139" 2000.92634335155 0.837
"29140" 2000.93232202489 0.698
"29141" 2000.93362932605 0.779
"29142" 2000.93476775956 0.706
"29143" 2000.93602193382 0.727
"29144" 2000.93772958409 0.662
"29145" 2000.93812803582 0.793
"29146" 2000.93819823922 0.903
"29147" 2000.9383253643 1.16
"29148" 2000.93844110504 1.27
"29149" 2000.93912416515 1.06
"29150" 2000.94137257134 0.903
"29151" 2000.94199870978 1.01
"29152" 2000.94347677596 0.888
"29153" 2000.9496660595 0.742
"29154" 2000.95617030965 0.669
"29155" 2000.95665604129 0.881
"29156" 2000.95695393139 0.903
"29157" 2000.95719489982 0.999
"29158" 2000.95901639344 0.786
"29159" 2000.9604982544 0.844
"29160" 2000.96459661506 0.749
"29161" 2000.97814207650 0.52
"29162" 2000.99226054948 0.485
"29163" 2000.99241613540 0.53
"29164" 2000.99279940801 0.691
"29165" 2000.99371205222 0.552
"29166" 2000.99423003947 0.53
"29167" 2000.9964708561 0.47
"29168" 2001.00308409437 0.386
"29169" 2001.00445395738 0.401
"29170" 2001.00548135464 0.456
"29171" 2001.00650875190 0.485
"29172" 2001.00776255708 0.441
"29173" 2001.00844748858 0.47
"29174" 2001.01130327245 0.436
"29175" 2001.01244482496 0.495
"29176" 2001.01415715373 0.47
"29177" 2001.01454908676 0.53
"29178" 2001.01527016743 0.691
"29179" 2001.01561263318 0.698
"29180" 2001.01615296804 0.654
"29181" 2001.01678272451 0.852
"29182" 2001.01792427702 0.852
"29183" 2001.01820776256 0.999
"29184" 2001.01881659056 1.77
"29185" 2001.01903729072 1.84
"29186" 2001.02100646880 1.41
"29187" 2001.02203386606 1.47
"29188" 2001.02363203957 1.3
"29189" 2001.02420091324 1.33
"29190" 2001.02705669711 1.14
"29191" 2001.02831050228 1.23
"29192" 2001.02956811263 1.09
"29193" 2001.03378995434 0.922
"29194" 2001.03410578387 1.05
"29195" 2001.03456050228 1.1
"29196" 2001.04041286149 0.837
"29197" 2001.04669140030 0.713
"29198" 2001.04737633181 0.786
"29199" 2001.04863203957 0.801
"29200" 2001.05187595129 0.749
"29201" 2001.05259703196 1.08
"29202" 2001.05570776256 0.903
"29203" 2001.05730783866 0.852
"29204" 2001.06689687976 0.742
"29205" 2001.06709665145 0.922
"29206" 2001.06735350076 1.43
"29207" 2001.06750570776 1.54
"29208" 2001.06797184170 1.23
"29209" 2001.06980783866 1.07
"29210" 2001.07037861492 1.1
"29211" 2001.07374619482 0.951
"29212" 2001.07425989346 1.08
"29213" 2001.07568683409 0.97
"29214" 2001.08213470320 0.779
"29215" 2001.09269596651 0.581
"29216" 2001.09463660578 0.581
"29217" 2001.09483637747 0.64
"29218" 2001.09506468798 0.903
"29219" 2001.09535958904 1.42
"29220" 2001.09579718417 2.61
"29221" 2001.09589041096 2.71
"29222" 2001.09635844749 2.07
"29223" 2001.09712899543 1.74
"29224" 2001.09815639269 1.49
"29225" 2001.10046803653 1.29
"29226" 2001.10839231355 0.903
"29227" 2001.10864916286 0.98
"29228" 2001.10910578387 0.989
"29229" 2001.11181697108 0.866
"29230" 2001.11244292237 0.951
"29231" 2001.11392884323 0.83
"29232" 2001.11803843227 0.713
"29233" 2001.1212347793 0.706
"29234" 2001.12203386606 0.874
"29235" 2001.12328767123 0.779
"29236" 2001.13150684932 0.589
"29237" 2001.13874238965 0.53
"29238" 2001.14138508371 0.505
"29239" 2001.14691971081 0.48
"29240" 2001.14988774734 0.567
"29241" 2001.15045852359 0.662
"29242" 2001.15262747336 0.537
"29243" 2001.15296993912 0.574
"29244" 2001.15468226788 0.51
"29245" 2001.15559550989 0.53
"29246" 2001.15824961948 0.5
"29247" 2001.16061834094 0.485
"29248" 2001.16080098935 0.53
"29249" 2001.1611891172 0.669
"29250" 2001.16175989345 0.574
"29251" 2001.16314497717 0.53
"29252" 2001.16392884323 0.618
"29253" 2001.16552701674 0.537
"29254" 2001.16649733638 0.64
"29255" 2001.16860920852 0.567
"29256" 2001.16906582953 0.662
"29257" 2001.16915144597 0.771
"29258" 2001.16926560122 0.786
"29259" 2001.16940829528 0.989
"29260" 2001.16959855403 1.51
"29261" 2001.16971270928 1.69
"29262" 2001.17043569254 1.67
"29263" 2001.17093036530 2.02
"29264" 2001.17181506849 1.74
"29265" 2001.17204337900 1.8
"29266" 2001.172347793 2.16
"29267" 2001.17260273973 3.4
"29268" 2001.17271879756 3.64
"29269" 2001.17283295282 3.62
"29270" 2001.17319444444 3.16
"29271" 2001.17445015221 2.68
"29272" 2001.17479261796 3.08
"29273" 2001.17502092846 3.16
"29274" 2001.17609589041 2.71
"29275" 2001.17842465753 2.16
"29276" 2001.18110920852 1.79
"29277" 2001.18156582953 1.86
"29278" 2001.18276445967 1.62
"29279" 2001.18396308980 1.53
"29280" 2001.18423896499 1.62
"29281" 2001.18466704718 2.47
"29282" 2001.18532343988 2.78
"29283" 2001.18579908676 2.53
"29284" 2001.18597031963 2.81
"29285" 2001.18616057839 2.96
"29286" 2001.18719748858 2.5
"29287" 2001.18949010654 2.2
"29288" 2001.18985159817 3.4
"29289" 2001.1900608828 4.3
"29290" 2001.19027016743 4.62
"29291" 2001.19057838661 4.51
"29292" 2001.19110730594 3.86
"29293" 2001.19156392694 3.65
"29294" 2001.19509322679 2.93
"29295" 2001.19609208524 3.04
"29296" 2001.19626331811 3.37
"29297" 2001.19656773212 4.21
"29298" 2001.19683409437 3.98
"29299" 2001.19707191781 4.19
"29300" 2001.19758561644 3.74
"29301" 2001.19872716895 3.23
"29302" 2001.20231354642 2.81
"29303" 2001.20561453577 2.16
"29304" 2001.20776445967 1.88
"29305" 2001.20849695586 2.2
"29306" 2001.20906773212 2.02
"29307" 2001.20939117199 2.29
"29308" 2001.20959284627 2.81
"29309" 2001.20981925419 3.55
"29310" 2001.20997146119 3.65
"29311" 2001.21049467275 3.13
"29312" 2001.21175989346 2.65
"29313" 2001.21369863014 2.32
"29314" 2001.21472792998 2.37
"29315" 2001.21575532725 2.12
"29316" 2001.21706811263 1.98
"29317" 2001.21881849315 2.07
"29318" 2001.21905631659 2.65
"29319" 2001.21960806697 2.32
"29320" 2001.22067351598 2.44
"29321" 2001.22088280061 2.63
"29322" 2001.22145357686 2.43
"29323" 2001.22226217656 2.54
"29324" 2001.22397450533 2.14
"29325" 2001.23173706240 1.44
"29326" 2001.23367770167 1.47
"29327" 2001.23544710807 1.26
"29328" 2001.24144025875 0.97
"29329" 2001.24161149163 1.25
"29330" 2001.24168759513 1.47
"29331" 2001.24176369863 1.88
"29332" 2001.24186834094 2.14
"29333" 2001.24198249619 2.07
"29334" 2001.24235350076 1.48
"29335" 2001.24306697108 1.25
"29336" 2001.24343797565 1.39
"29337" 2001.24380898021 1.29
"29338" 2001.24589231355 1.11
"29339" 2001.2513717656 0.866
"29340" 2001.2587347793 0.786
"29341" 2001.25923135464 0.903
"29342" 2001.25930555556 0.989
"29343" 2001.25950532724 1.08
"29344" 2001.25993340944 0.922
"29345" 2001.26073249619 0.989
"29346" 2001.26198820396 0.815
"29347" 2001.26478500761 0.757
"29348" 2001.26529870624 0.815
"29349" 2001.26626902588 1.1
"29350" 2001.26723934551 1.02
"29351" 2001.26846461187 1.02
"29352" 2001.26886415525 1.42
"29353" 2001.26973934551 1.49
"29354" 2001.27050038052 1.26
"29355" 2001.27191971081 1.14
"29356" 2001.27385844749 1.15
"29357" 2001.27454528158 1.32
"29358" 2001.27500190259 1.22
"29359" 2001.27573249619 1.23
"29360" 2001.27598934551 1.56
"29361" 2001.27632229833 1.54
"29362" 2001.27667427702 1.73
"29363" 2001.28137557078 1.36
"29364" 2001.28932838661 1.07
"29365" 2001.28969939117 1.15
"29366" 2001.29025114155 1.79
"29367" 2001.29032724505 1.93
"29368" 2001.29066019787 3.07
"29369" 2001.29079337900 3.14
"29370" 2001.29091704718 3.07
"29371" 2001.29141171994 2.33
"29372" 2001.29198249619 2.12
"29373" 2001.29515030441 1.68
"29374" 2001.29806126332 1.54
"29375" 2001.2986891172 1.85
"29376" 2001.30011605784 1.56
"29377" 2001.30322678843 1.31
"29378" 2001.30536719939 1.33
"29379" 2001.30610920852 1.49
"29380" 2001.30696537291 1.31
"29381" 2001.3098173516 1.16
"29382" 2001.31016171994 1.21
"29383" 2001.31043759513 1.46
"29384" 2001.31179794521 1.24
"29385" 2001.31438546423 1.08
"29386" 2001.31569824962 1.08
"29387" 2001.31626902588 1.25
"29388" 2001.31763888889 1.1
"29389" 2001.31975076103 0.98
"29390" 2001.32157724505 0.97
"29391" 2001.32270357686 0.859
"29392" 2001.32348934551 0.903
"29393" 2001.32545852359 0.837
"29394" 2001.32709474886 0.903
"29395" 2001.32751331811 0.999
"29396" 2001.32854071537 0.881
"29397" 2001.33356354642 0.749
"29398" 2001.33419140030 0.786
"29399" 2001.33630327245 0.735
"29400" 2001.33675989345 0.771
"29401" 2001.33698630137 0.932
"29402" 2001.33712899543 1.26
"29403" 2001.33724315069 1.4
"29404" 2001.33758561644 1.48
"29405" 2001.33770928463 1.61
"29406" 2001.33782343988 1.63
"29407" 2001.33835616438 1.24
"29408" 2001.33892694064 1.08
"29409" 2001.34024162861 0.98
"29410" 2001.341097793 1.12
"29411" 2001.34118340944 1.27
"29412" 2001.34125951294 1.53
"29413" 2001.34134512938 2.04
"29414" 2001.34139269406 2.17
"29415" 2001.34150684932 2.2
"29416" 2001.34192541857 1.89
"29417" 2001.34204337900 2.16
"29418" 2001.34220129376 2.98
"29419" 2001.34237633181 4.51
"29420" 2001.34250570776 6.14
"29421" 2001.3426217656 7.03
"29422" 2001.34277207002 9.42
"29423" 2001.34286719939 10
"29424" 2001.34295281583 9.89
"29425" 2001.34304794521 9.25
"29426" 2001.34314307458 9.14
"29427" 2001.34353881279 7.03
"29428" 2001.34403729072 6
"29429" 2001.34508371385 4.82
"29430" 2001.34556506849 4.51
"29431" 2001.34851788432 3.1
"29432" 2001.35251331811 2.06
"29433" 2001.35433980213 1.85
"29434" 2001.35548135464 1.62
"29435" 2001.36107496195 1.16
"29436" 2001.36278729072 1.13
"29437" 2001.36358637747 1.02
"29438" 2001.36552701674 0.999
"29439" 2001.36621194825 0.903
"29440" 2001.36792427702 0.96
"29441" 2001.36905631659 0.903
"29442" 2001.36935121766 1.02
"29443" 2001.37043569254 0.999
"29444" 2001.37113394216 1.1
"29445" 2001.37171993912 0.941
"29446" 2001.37460235921 0.83
"29447" 2001.3748934551 0.903
"29448" 2001.37497336377 1.1
"29449" 2001.37508751903 1.14
"29450" 2001.37511605784 1.29
"29451" 2001.37545091324 1.42
"29452" 2001.37574200913 2.04
"29453" 2001.37631278539 2.02
"29454" 2001.37650304414 1.78
"29455" 2001.37677321157 1.61
"29456" 2001.37744863014 1.36
"29457" 2001.37819824962 1.26
"29458" 2001.37985350076 1.08
"29459" 2001.38185121766 0.999
"29460" 2001.38276445966 0.881
"29461" 2001.38447678843 0.881
"29462" 2001.38550418569 0.801
"29463" 2001.38770167428 0.83
"29464" 2001.38775875190 0.771
"29465" 2001.38844368341 0.72
"29466" 2001.39024162861 0.764
"29467" 2001.3937804414 0.632
"29468" 2001.39409436834 1.1
"29469" 2001.39443683409 0.874
"29470" 2001.3948630137 0.764
"29471" 2001.39668949772 0.632
"29472" 2001.39691780822 0.779
"29473" 2001.39697488584 0.951
"29474" 2001.39703196347 0.999
"29475" 2001.39717846271 0.903
"29476" 2001.39746004566 0.764
"29477" 2001.39917237443 0.618
"29478" 2001.4011434551 0.618
"29479" 2001.40205669711 0.51
"29480" 2001.40662290715 0.505
"29481" 2001.40765030441 0.436
"29482" 2001.41769596651 0.386
"29483" 2001.41849505327 0.353
"29484" 2001.42015030441 0.386
"29485" 2001.42114916286 0.341
"29486" 2001.42220509893 0.411
"29487" 2001.42270357686 0.406
"29488" 2001.42326103501 0.465
"29489" 2001.42357496195 0.396
"29490" 2001.42425989346 0.361
"29491" 2001.42585806697 0.37
"29492" 2001.42682838661 0.324
"29493" 2001.42854071537 0.349
"29494" 2001.42973934551 0.304
"29495" 2001.43110920852 0.337
"29496" 2001.43418949772 0.316
"29497" 2001.43444634703 0.28
"29498" 2001.43704337900 0.332
"29499" 2001.43869863014 0.324
"29500" 2001.43881278539 0.341
"29501" 2001.43886986301 0.426
"29502" 2001.43892694064 0.456
"29503" 2001.43941210046 0.574
"29504" 2001.43956621005 0.53
"29505" 2001.43998287671 0.451
"29506" 2001.44006849315 0.552
"29507" 2001.44029680365 0.559
"29508" 2001.44058219178 0.669
"29509" 2001.44097222222 0.53
"29510" 2001.44132420091 0.446
"29511" 2001.44275875190 0.386
"29512" 2001.44346461187 0.337
"29513" 2001.44526255708 0.345
"29514" 2001.44574771689 0.304
"29515" 2001.44737442922 0.316
"29516" 2001.44891362253 0.269
"29517" 2001.45057077626 0.295
"29518" 2001.45148401826 0.257
"29519" 2001.45176940639 0.312
"29520" 2001.45179794521 0.37
"29521" 2001.45188356164 0.431
"29522" 2001.45205289193 0.411
"29523" 2001.45228310502 0.451
"29524" 2001.45271118721 0.365
"29525" 2001.45445776256 0.274
"29526" 2001.45662290715 0.283
"29527" 2001.45667998478 0.308
"29528" 2001.45673706240 0.382
"29529" 2001.45753614916 0.421
"29530" 2001.45784817352 0.545
"29531" 2001.45796423135 0.53
"29532" 2001.45804794521 0.735
"29533" 2001.45813356164 0.823
"29534" 2001.45864726027 0.53
"29535" 2001.45921803653 0.426
"29536" 2001.45924657534 0.48
"29537" 2001.45958904110 0.465
"29538" 2001.46147450533 0.332
"29539" 2001.46213089802 0.401
"29540" 2001.4625304414 0.545
"29541" 2001.46265981735 0.53
"29542" 2001.46541286149 0.332
"29543" 2001.46701103501 0.332
"29544" 2001.46803843227 0.277
"29545" 2001.47226217656 0.28
"29546" 2001.47351788432 0.232
"29547" 2001.47785578387 0.252
"29548" 2001.47922564688 0.212
"29549" 2001.48322108067 0.232
"29550" 2001.48447678843 0.186
"29551" 2001.48596080670 0.226
"29552" 2001.48733066971 0.18
"29553" 2001.48881468798 0.22
"29554" 2001.48927130898 0.209
"29555" 2001.48949961948 0.304
